代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000001.SH,上证指数,2018/4/2,3169.78,3192.34,3159.99,3163.18,17772777700,226253.57
000001.SH,上证指数,2018/4/3,3130.01,3144.33,3119.13,3136.63,15221667400,189692.72
000001.SH,上证指数,2018/4/4,3147.05,3163.34,3128.87,3131.11,14697668200,193492.82
000001.SH,上证指数,2018/4/9,3125.44,3146.09,3110.3,3138.29,13960862100,177236.92
000001.SH,上证指数,2018/4/10,3144.26,3190.65,3139.08,3190.32,16820135900,206087.41
000001.SH,上证指数,2018/4/11,3197.37,3220.85,3191.59,3208.08,17586719700,211420.42
000001.SH,上证指数,2018/4/12,3203.28,3205.25,3177.05,3180.16,14823131300,185040.05
000001.SH,上证指数,2018/4/13,3192.04,3197.9,3155.51,3159.05,12755231000,163651.75
000001.SH,上证指数,2018/4/16,3152.89,3153.11,3096.1,3110.65,15441569500,192233.35
000001.SH,上证指数,2018/4/17,3112.97,3118.76,3064.03,3066.8,14722284600,185428.03
000001.SH,上证指数,2018/4/18,3091.91,3096.89,3041.63,3091.4,15929050300,202238.97
000001.SH,上证指数,2018/4/19,3094.27,3127.44,3090.29,3117.38,16005680500,196198.98
000001.SH,上证指数,2018/4/20,3105.46,3111.17,3065.92,3071.54,15514709100,185139.07
000001.SH,上证指数,2018/4/23,3063.44,3085.06,3045.94,3068.01,13168634000,157854.8
000001.SH,上证指数,2018/4/24,3069.75,3136.04,3069.75,3128.93,16227480600,195545.01
000001.SH,上证指数,2018/4/25,3112.4,3122.91,3107,3117.97,12731105300,161298.14
000001.SH,上证指数,2018/4/26,3119.5,3121.93,3067.93,3075.03,13397273600,163783.77
000001.SH,上证指数,2018/4/27,3082.41,3088.03,3049.91,3082.23,13122564300,179520.26
000001.SH,上证指数,2018/5/2,3087.41,3097.6,3064.76,3081.18,13418456600,168246.15
000001.SH,上证指数,2018/5/3,3074.52,3105.66,3056.16,3100.86,13998562000,173444.96
000001.SH,上证指数,2018/5/4,3093.12,3104.09,3086.78,3091.03,11871126500,148436.36
000001.SH,上证指数,2018/5/7,3094.9,3136.84,3091.66,3136.64,13894818600,178243.87
000001.SH,上证指数,2018/5/8,3135.3,3169.7,3134.06,3161.5,14692706100,189011.65
000001.SH,上证指数,2018/5/9,3160.14,3165.37,3145.66,3159.15,12263726800,153456.43
000001.SH,上证指数,2018/5/10,3169.05,3176.14,3155.53,3174.41,13300075600,165440.36
000001.SH,上证指数,2018/5/11,3179.8,3180.76,3162.21,3163.26,13065974900,167364.29
000001.SH,上证指数,2018/5/14,3167.04,3183.82,3163.48,3174.03,12932735300,172410.69
000001.SH,上证指数,2018/5/15,3180.42,3192.81,3164.52,3192.12,12454905100,162990.79
000001.SH,上证指数,2018/5/16,3180.23,3191.95,3166.81,3169.57,13052496800,174590.98
000001.SH,上证指数,2018/5/17,3170.01,3172.77,3148.62,3154.28,11399556700,150598.84
000001.SH,上证指数,2018/5/18,3151.08,3193.45,3144.78,3193.3,13651691800,168038.06
000001.SH,上证指数,2018/5/21,3206.18,3219.74,3203.34,3213.84,16445941300,202663.46
000001.SH,上证指数,2018/5/22,3211.25,3214.59,3192.23,3214.35,14429268400,185721.67
000001.SH,上证指数,2018/5/23,3205.44,3205.44,3168.96,3168.96,15780764800,199358.1
000001.SH,上证指数,2018/5/24,3167.94,3173.53,3152.07,3154.65,12408580000,160658.19
000001.SH,上证指数,2018/5/25,3148.41,3156.73,3131.07,3141.3,12861084300,166554.05
000001.SH,上证指数,2018/5/28,3136.81,3149.66,3115.96,3135.08,12875591800,168191.26
000001.SH,上证指数,2018/5/29,3129.62,3143.21,3112.15,3120.46,13571780000,177826.11
000001.SH,上证指数,2018/5/30,3081.14,3085.4,3041,3041.44,15511512600,191995.2
000001.SH,上证指数,2018/5/31,3061.83,3098.08,3054.27,3095.47,14047553200,185199.04
000001.SH,上证指数,2018/6/1,3084.75,3102.09,3059.79,3075.14,12987219900,166548.88
000001.SH,上证指数,2018/6/4,3083.43,3098.4,3076.99,3091.19,11459390200,154671.61
000001.SH,上证指数,2018/6/5,3088.01,3114.77,3080.05,3114.21,11873559200,164806.31
000001.SH,上证指数,2018/6/6,3109.17,3117.53,3103.53,3115.18,12019613500,162879.96
000001.SH,上证指数,2018/6/7,3121.18,3128.72,3105.58,3109.5,12778497000,167174.3
000001.SH,上证指数,2018/6/8,3100.6,3100.68,3053.29,3067.15,13468822000,161178.78
000001.SH,上证指数,2018/6/11,3057.34,3063.61,3037.91,3052.78,10856378600,143037.32
000001.SH,上证指数,2018/6/12,3053.03,3081.45,3034.1,3079.8,11327509600,154469.09
000001.SH,上证指数,2018/6/13,3071.46,3071.46,3044.12,3049.8,11960788600,155935.26
000001.SH,上证指数,2018/6/14,3038.07,3066.05,3032.41,3044.16,11546948700,147588.83
000001.SH,上证指数,2018/6/15,3037.45,3048.8,3008.73,3021.9,14453257100,162196.02
000001.SH,上证指数,2018/6/19,2982.65,2984.97,2871.35,2907.82,23055006700,241203.64
000001.SH,上证指数,2018/6/20,2889.98,2925.56,2872.16,2915.73,14430142000,153334.28
000001.SH,上证指数,2018/6/21,2912,2940.59,2872.62,2875.81,15437833200,159713.16
000001.SH,上证指数,2018/6/22,2855.58,2891.97,2837.14,2889.76,12614312900,127161.47
000001.SH,上证指数,2018/6/25,2903.45,2908.62,2857.87,2859.34,12191768700,132350.47
000001.SH,上证指数,2018/6/26,2829.99,2850.24,2803.79,2844.51,12591846800,138447.25
000001.SH,上证指数,2018/6/27,2842.4,2854.26,2798.8,2813.18,12942083300,142413.49
000001.SH,上证指数,2018/6/28,2799.9,2825.99,2782.45,2786.9,11835790700,129687.43
000001.SH,上证指数,2018/6/29,2789.81,2848.37,2782.38,2847.42,12567168500,135652.38
000001.SH,上证指数,2018/7/2,2841.58,2845.68,2756.82,2775.56,13703503400,147562.76
000001.SH,上证指数,2018/7/3,2774.57,2786.89,2722.45,2786.89,14249846600,161668.03
000001.SH,上证指数,2018/7/4,2776.63,2793.18,2754.16,2759.13,12326218100,131016.16
000001.SH,上证指数,2018/7/5,2755.34,2777.52,2727.94,2733.88,12922611200,132993.67
000001.SH,上证指数,2018/7/6,2731.35,2768.87,2691.02,2747.23,13629438000,148193.04
000001.SH,上证指数,2018/7/9,2752.45,2815.79,2752.45,2815.11,12154930900,135654.52
000001.SH,上证指数,2018/7/10,2819.71,2828.49,2800.63,2827.63,11706274800,132633.11
000001.SH,上证指数,2018/7/11,2780.7,2794.36,2752.44,2777.77,12682114900,138318.17
000001.SH,上证指数,2018/7/12,2771.04,2844.19,2771.04,2837.66,14698020000,170319.09
000001.SH,上证指数,2018/7/13,2831.43,2835.46,2818.85,2831.18,11768934800,146300.88
000001.SH,上证指数,2018/7/16,2827.08,2837.51,2804.49,2814.04,10776715100,129411.19
000001.SH,上证指数,2018/7/17,2806.89,2806.92,2774.76,2798.13,10540922000,124035.2
000001.SH,上证指数,2018/7/18,2801.78,2818.4,2786.04,2787.26,12096116500,138557.15
000001.SH,上证指数,2018/7/19,2791.02,2805.01,2764.49,2772.55,11448649300,129374.57
000001.SH,上证指数,2018/7/20,2769.75,2837.86,2753.84,2829.27,14590768800,155661.12
000001.SH,上证指数,2018/7/23,2815.2,2863.57,2809.62,2859.54,17338279700,186996.84
000001.SH,上证指数,2018/7/24,2862.27,2911.46,2862.27,2905.56,22957830700,228701.88
000001.SH,上证指数,2018/7/25,2911.45,2912.31,2894.04,2903.65,16780020700,166412.08
000001.SH,上证指数,2018/7/26,2905.79,2915.3,2875.7,2882.23,16842820200,157496.68
000001.SH,上证指数,2018/7/27,2879.69,2889.69,2864.11,2873.59,14637161000,132419.37
000001.SH,上证指数,2018/7/30,2871.94,2896.01,2850.3,2869.05,15165224900,145988.59
000001.SH,上证指数,2018/7/31,2866.9,2884.68,2854.32,2876.4,11893111700,119528.77
000001.SH,上证指数,2018/8/1,2882.51,2897.4,2823.93,2824.53,14951434800,151692.87
000001.SH,上证指数,2018/8/2,2815.34,2815.34,2726.48,2768.02,17417900300,169769.32
000001.SH,上证指数,2018/8/3,2763.4,2777.66,2740.43,2740.44,12700636300,129134.69
000001.SH,上证指数,2018/8/6,2736.53,2760.47,2692.32,2705.16,12975305800,132993.8
000001.SH,上证指数,2018/8/7,2711.74,2779.37,2696.04,2779.37,14957974300,147259.49
000001.SH,上证指数,2018/8/8,2771.13,2779.91,2741.07,2744.07,14768871500,139969.76
000001.SH,上证指数,2018/8/9,2729.58,2801.66,2726.22,2794.38,15166033300,151079.88
000001.SH,上证指数,2018/8/10,2791.4,2806.11,2777.51,2795.31,12153223200,123112.59
000001.SH,上证指数,2018/8/13,2769.02,2789.8,2742.56,2785.87,12753224100,129460.54
000001.SH,上证指数,2018/8/14,2780.74,2789.44,2766.57,2780.96,10957107700,112465.4
000001.SH,上证指数,2018/8/15,2777.25,2777.7,2721.24,2723.26,11616178700,118707.67
000001.SH,上证指数,2018/8/16,2691.43,2732.95,2672.74,2705.19,12027787800,117580.99
000001.SH,上证指数,2018/8/17,2723.89,2730.33,2665.59,2668.97,11244529400,115499.4
000001.SH,上证指数,2018/8/20,2673.07,2698.47,2653.11,2698.47,11078416400,114047.62
000001.SH,上证指数,2018/8/21,2700.34,2739.17,2696.29,2733.83,11358683900,122260.22
000001.SH,上证指数,2018/8/22,2731.96,2731.96,2709.06,2714.61,9366464000,98463.97
000001.SH,上证指数,2018/8/23,2714.87,2736.01,2700.8,2724.62,9844647000,107826.02
000001.SH,上证指数,2018/8/24,2717.08,2748.82,2705.32,2729.43,10051626900,102665.8
000001.SH,上证指数,2018/8/27,2736.32,2780.9,2736.32,2780.9,13276257800,141429.68
000001.SH,上证指数,2018/8/28,2782.29,2791.39,2769.4,2777.98,11874936700,125118.58
000001.SH,上证指数,2018/8/29,2774.86,2778.54,2762.35,2769.29,10015692900,101220.66
000001.SH,上证指数,2018/8/30,2769.33,2780.53,2736.35,2737.74,10606094300,106400.4
000001.SH,上证指数,2018/8/31,2730.11,2744.63,2710.54,2725.25,10975874200,114813.35
000001.SH,上证指数,2018/9/3,2716.4,2722.85,2692.36,2720.73,10221301100,104817.69
000001.SH,上证指数,2018/9/4,2720.65,2756.61,2712.38,2750.58,10901030700,113708.89
000001.SH,上证指数,2018/9/5,2741.38,2745.47,2704.34,2704.34,10500226900,107269.45
000001.SH,上证指数,2018/9/6,2697.58,2719.41,2683.74,2691.59,9901783300,106266.08
000001.SH,上证指数,2018/9/7,2696.68,2728.55,2683.72,2702.3,10752329300,113840.07
000001.SH,上证指数,2018/9/10,2698.01,2703.43,2667.32,2669.48,10355917000,102860.72
000001.SH,上证指数,2018/9/11,2668.49,2680.57,2652.7,2664.8,9986594600,96884.58
000001.SH,上证指数,2018/9/12,2659.74,2672.07,2647.17,2656.11,9002675800,93448.21
000001.SH,上证指数,2018/9/13,2679.21,2689.06,2653.19,2686.58,10733501400,112464.14
000001.SH,上证指数,2018/9/14,2688.78,2694.92,2675.29,2681.64,10000500800,104992.36
000001.SH,上证指数,2018/9/17,2671.29,2671.29,2647.92,2651.79,8823888800,86962.6
000001.SH,上证指数,2018/9/18,2644.3,2700.19,2644.3,2699.95,11576799300,113031.89
000001.SH,上证指数,2018/9/19,2694.8,2746.08,2690.99,2730.85,14155031800,140107.01
000001.SH,上证指数,2018/9/20,2732.17,2743.96,2724.08,2729.24,11138746300,104875.87
000001.SH,上证指数,2018/9/21,2733.87,2797.49,2722.03,2797.48,15801664200,148976.36
000001.SH,上证指数,2018/9/25,2775.07,2790.03,2771.16,2781.14,11198317900,108528.05
000001.SH,上证指数,2018/9/26,2785.32,2827.34,2783.34,2806.81,13956770600,145058.77
000001.SH,上证指数,2018/9/27,2805.79,2810.51,2786.32,2791.77,12399769600,123447.71
000001.SH,上证指数,2018/9/28,2794.26,2821.76,2791.84,2821.35,13429045600,125369.99
000001.SH,上证指数,2018/10/8,2768.21,2771.94,2710.18,2716.51,14950138800,141531.55
000001.SH,上证指数,2018/10/9,2713.73,2734.31,2711.2,2721.01,11677189900,110292.46
000001.SH,上证指数,2018/10/10,2723.72,2743.55,2703.06,2725.84,11348573600,111312.46
000001.SH,上证指数,2018/10/11,2643.07,2661.29,2560.32,2583.46,19715070200,170057.76
000001.SH,上证指数,2018/10/12,2574.04,2615.92,2536.67,2606.91,17008163500,142803.21
000001.SH,上证指数,2018/10/15,2605.91,2611.97,2564.74,2568.1,11857619700,105214.74
000001.SH,上证指数,2018/10/16,2567.76,2597.72,2536.44,2546.33,11941914400,106792.25
000001.SH,上证指数,2018/10/17,2574.31,2582.55,2517.57,2561.61,12995399700,117388.36
000001.SH,上证指数,2018/10/18,2544.91,2544.91,2485.62,2486.42,12542851300,106576.76
000001.SH,上证指数,2018/10/19,2460.08,2553.39,2449.2,2550.47,14732355800,130095.92
000001.SH,上证指数,2018/10/22,2565.64,2675.41,2565.64,2654.88,21188844900,197309.81
000001.SH,上证指数,2018/10/23,2652.65,2659.81,2583.26,2594.83,17834354300,166919.41
000001.SH,上证指数,2018/10/24,2579.97,2640.4,2577.77,2603.3,16006040700,142082.17
000001.SH,上证指数,2018/10/25,2540.93,2606.1,2531.53,2603.8,16203297900,137630.18
000001.SH,上证指数,2018/10/26,2610.9,2626.12,2580.85,2598.85,15893611900,133415.49
000001.SH,上证指数,2018/10/29,2593.59,2595.54,2529.19,2542.1,13424192300,122500.04
000001.SH,上证指数,2018/10/30,2538.57,2586.92,2521.78,2568.05,16668230900,152385.93
000001.SH,上证指数,2018/10/31,2573.01,2612.92,2567.03,2602.78,18055034800,154894.74
000001.SH,上证指数,2018/11/1,2617.03,2636.8,2603.65,2606.24,20090393200,180253.81
000001.SH,上证指数,2018/11/2,2649.25,2676.48,2628.87,2676.48,22502692100,207861.57
000001.SH,上证指数,2018/11/5,2665.43,2673.19,2639.27,2665.43,19376010000,168588.91
000001.SH,上证指数,2018/11/6,2660.72,2660.86,2635.32,2659.36,16366947900,138800.94
000001.SH,上证指数,2018/11/7,2659.84,2675.68,2639.25,2641.34,17320198600,147261.81
000001.SH,上证指数,2018/11/8,2660.09,2662.37,2632.3,2635.63,15963548700,128668.82
000001.SH,上证指数,2018/11/9,2621.24,2621.24,2598.16,2598.87,15244630700,121260.49
000001.SH,上证指数,2018/11/12,2593.2,2631.17,2590.21,2630.52,17503130800,142351.43
000001.SH,上证指数,2018/11/13,2600.5,2666.49,2597.35,2654.88,24928244700,189607.22
000001.SH,上证指数,2018/11/14,2648.31,2658.31,2627.96,2632.24,23844935100,176970.43
000001.SH,上证指数,2018/11/15,2632.14,2668.17,2631.89,2668.17,20784872100,171882.49
000001.SH,上证指数,2018/11/16,2669.78,2695.57,2657.03,2679.11,24219884900,204983.6
000001.SH,上证指数,2018/11/19,2681.9,2703.51,2674.18,2703.51,23166282700,196562.71
000001.SH,上证指数,2018/11/20,2684.29,2690.83,2643.36,2645.85,21589130900,180870.41
000001.SH,上证指数,2018/11/21,2619.82,2653.8,2617.78,2651.51,18259644700,149375.78
000001.SH,上证指数,2018/11/22,2655.9,2658,2634.48,2645.43,14930906300,125570.17
000001.SH,上证指数,2018/11/23,2640.67,2642.04,2577.35,2579.48,19147454900,149975.64
000001.SH,上证指数,2018/11/26,2580.84,2595,2568.04,2575.81,13431454000,108158.09
000001.SH,上证指数,2018/11/27,2585.83,2592.54,2566.17,2574.68,12365843600,102226.56
000001.SH,上证指数,2018/11/28,2575.45,2601.96,2561.56,2601.74,14596347300,119578.49
000001.SH,上证指数,2018/11/29,2613.78,2617.55,2567.44,2567.44,15716873800,129472.45
000001.SH,上证指数,2018/11/30,2564.56,2590.21,2555.32,2588.19,13932902100,112219.83
000001.SH,上证指数,2018/12/3,2647.13,2665.3,2629.18,2654.8,20747895500,187831.79
000001.SH,上证指数,2018/12/4,2651.56,2666.08,2644.9,2665.96,16794055800,144143.4
000001.SH,上证指数,2018/12/5,2629.83,2660.39,2625.91,2649.81,15450205600,133730.21
000001.SH,上证指数,2018/12/6,2629.82,2633.68,2603.13,2605.18,14166165000,129092.98
000001.SH,上证指数,2018/12/7,2609.34,2614.58,2599.28,2605.89,10907499300,97727.66
000001.SH,上证指数,2018/12/10,2589.19,2599.76,2576.24,2584.58,11319966900,99148.14
000001.SH,上证指数,2018/12/11,2587.01,2596.15,2583.2,2594.09,10130436400,85404.12
000001.SH,上证指数,2018/12/12,2608.11,2610.01,2595.08,2602.15,10351830100,88998.2
000001.SH,上证指数,2018/12/13,2607.14,2645.84,2599.46,2634.05,15073811500,132396.11
000001.SH,上证指数,2018/12/14,2627.28,2629.16,2593.74,2593.74,14594248800,123724.99
000001.SH,上证指数,2018/12/17,2587.26,2598.97,2573.87,2597.97,11736325000,102960.85
000001.SH,上证指数,2018/12/18,2583.63,2599.15,2563.57,2576.65,11703337000,99306.54
000001.SH,上证指数,2018/12/19,2578.68,2579.87,2547.08,2549.56,10766179700,93713.18
000001.SH,上证指数,2018/12/20,2544.51,2554.86,2516.02,2536.27,12056649600,103504.98
000001.SH,上证指数,2018/12/21,2526.55,2527.42,2498.69,2516.25,11567120000,101360.62
000001.SH,上证指数,2018/12/24,2506.74,2529.44,2500.44,2527.01,9733985200,85760.94
000001.SH,上证指数,2018/12/25,2503.95,2513.96,2462.84,2504.82,14067056000,114766.01
000001.SH,上证指数,2018/12/26,2501.12,2513.83,2492.08,2498.29,10879962900,93989.53
000001.SH,上证指数,2018/12/27,2527.72,2532,2483.09,2483.09,13540684300,112479.76
000001.SH,上证指数,2018/12/28,2483.62,2505.11,2478.33,2493.9,11924525000,105980.85
000001.SH,上证指数,2019/1/2,2497.88,2500.28,2456.42,2465.29,10993201300,97592.57
000001.SH,上证指数,2019/1/3,2461.78,2488.48,2455.93,2464.36,12439749700,106922.79
000001.SH,上证指数,2019/1/4,2446.02,2515.32,2440.91,2514.87,16887766700,139298.67
000001.SH,上证指数,2019/1/7,2528.7,2536.98,2515.51,2533.09,17730501000,145513.24
000001.SH,上证指数,2019/1/8,2530.3,2531.35,2520.16,2526.46,15809918100,123379.04
000001.SH,上证指数,2019/1/9,2536.42,2574.41,2536.16,2544.34,19188793000,160812.53
000001.SH,上证指数,2019/1/10,2543.85,2551.83,2531.66,2535.1,15987432600,132692.33
000001.SH,上证指数,2019/1/11,2539.55,2554.79,2533.36,2553.83,14944410000,122375.66
000001.SH,上证指数,2019/1/14,2553.33,2556.29,2533.01,2535.77,14482546400,116243.42
000001.SH,上证指数,2019/1/15,2537.37,2571.5,2532.43,2570.34,16026553000,137374.98
000001.SH,上证指数,2019/1/16,2569.07,2574.24,2563.01,2570.42,14930153900,126876.31
000001.SH,上证指数,2019/1/17,2573.58,2582.56,2557.71,2559.64,16246813400,127546.13
000001.SH,上证指数,2019/1/18,2567.74,2598.88,2565.9,2596.01,19076723700,151270.43
000001.SH,上证指数,2019/1/21,2599.06,2618.98,2599.06,2610.51,16342511500,139915.49
000001.SH,上证指数,2019/1/22,2609.64,2609.64,2573.06,2579.7,15253777300,122995.44
000001.SH,上证指数,2019/1/23,2575.26,2589.51,2572.41,2581,13142679800,105101.32
000001.SH,上证指数,2019/1/24,2584.65,2597.29,2569.7,2591.69,15404204600,131575.04
000001.SH,上证指数,2019/1/25,2596.26,2617,2595.63,2601.72,15939402600,135415.17
000001.SH,上证指数,2019/1/28,2615.71,2630.32,2591.1,2596.98,14698176500,127465.64
000001.SH,上证指数,2019/1/29,2592.35,2601.74,2559.98,2594.25,15558111200,126749.05
000001.SH,上证指数,2019/1/30,2584.75,2598.82,2575.41,2575.58,12050257100,101103.93
000001.SH,上证指数,2019/1/31,2581.33,2606.63,2571.58,2584.57,15430386900,126013.25
000001.SH,上证指数,2019/2/1,2597.78,2618.48,2590.55,2618.23,13198685000,111522.63
000001.SH,上证指数,2019/2/11,2613.17,2654.1,2613.17,2653.9,15489885800,137307.19
000001.SH,上证指数,2019/2/12,2654.03,2674.48,2648.83,2671.89,18410117900,156741.54
000001.SH,上证指数,2019/2/13,2674.52,2727.08,2666.52,2721.07,24379401000,207125.32
000001.SH,上证指数,2019/2/14,2715.54,2729.46,2707.49,2719.7,19703734900,170330.84
000001.SH,上证指数,2019/2/15,2712.79,2715.63,2679.78,2682.39,19600426500,169823.26
000001.SH,上证指数,2019/2/18,2699.82,2754.36,2699.82,2754.36,26043600700,224184.08
000001.SH,上证指数,2019/2/19,2759.5,2780.78,2737.59,2755.65,28804627100,247121.05
000001.SH,上证指数,2019/2/20,2761.06,2767.41,2739.98,2761.22,24597252700,205446.93
000001.SH,上证指数,2019/2/21,2759.94,2794.01,2744.98,2751.8,29864996900,253033.38
000001.SH,上证指数,2019/2/22,2749.46,2804.23,2736.33,2804.23,30148141100,264518.88
000001.SH,上证指数,2019/2/25,2838.39,2961.8,2838.39,2961.28,52865859000,465991.43
000001.SH,上证指数,2019/2/26,2969.1,2995.68,2938.62,2941.52,56555796700,492396.55
000001.SH,上证指数,2019/2/27,2939.93,2997.49,2924.64,2953.82,47497645300,411837.62
000001.SH,上证指数,2019/2/28,2950.05,2965.3,2930.2,2940.95,35020660200,298763.95
000001.SH,上证指数,2019/3/1,2954.4,2994.01,2930.83,2994.01,34578620000,307337.67
000001.SH,上证指数,2019/3/4,3015.94,3090.8,3006.94,3027.58,52564943600,480603.66
000001.SH,上证指数,2019/3/5,3019.88,3054.96,3009.45,3054.25,42414252900,382768.54
000001.SH,上证指数,2019/3/6,3060.43,3103.83,3050.11,3102.1,55500636500,485478.32
000001.SH,上证指数,2019/3/7,3103.67,3129.94,3074.98,3106.42,58381706500,525725.22
000001.SH,上证指数,2019/3/8,3038.34,3075.05,2969.58,2969.86,57785547300,525598.25
000001.SH,上证指数,2019/3/11,2969.08,3028.25,2963.58,3026.99,42621302900,404368.42
000001.SH,上证指数,2019/3/12,3049.08,3093.39,3029.9,3060.31,51117315800,487066.63
000001.SH,上证指数,2019/3/13,3062.33,3065.29,3013.93,3026.95,45321462500,451247.3
000001.SH,上证指数,2019/3/14,3013.6,3041.16,2968.82,2990.69,37314179800,356240.35
000001.SH,上证指数,2019/3/15,3000.88,3048.12,2999.43,3021.75,34120613900,344721.5
000001.SH,上证指数,2019/3/18,3027.8,3096.42,3009.51,3096.42,39779717900,398469.6
000001.SH,上证指数,2019/3/19,3099.9,3113.43,3076.36,3090.98,35090886000,353216.79
000001.SH,上证指数,2019/3/20,3084.17,3102.52,3053.45,3090.64,35855750500,349295.41
000001.SH,上证指数,2019/3/21,3094.12,3125.02,3086.85,3101.46,41425118200,403939.83
000001.SH,上证指数,2019/3/22,3100.73,3107.28,3064.88,3104.15,36484834600,356678.34
000001.SH,上证指数,2019/3/25,3058.8,3087,3041.95,3043.03,38027876200,375375.66
000001.SH,上证指数,2019/3/26,3057.56,3062.69,2988.49,2997.1,35349802100,341444.83
000001.SH,上证指数,2019/3/27,3012.26,3022.76,2987.77,3022.72,29139035700,295075.95
000001.SH,上证指数,2019/3/28,3009.8,3025.78,2991.78,2994.94,28810642500,289554.57
000001.SH,上证指数,2019/3/29,3000.68,3093.03,2999.99,3090.76,37508299100,386699.61
000001.SH,上证指数,2019/4/1,3111.66,3176.62,3111.66,3170.36,46612469300,480085.94
000001.SH,上证指数,2019/4/2,3183.27,3193.27,3164.91,3176.82,44706898100,462662.08
000001.SH,上证指数,2019/4/3,3159.15,3219.26,3152.33,3216.3,43054863500,442622.04
000001.SH,上证指数,2019/4/4,3233.69,3254.14,3216.85,3246.57,46911766900,475156.38
000001.SH,上证指数,2019/4/8,3271.27,3288.45,3210.52,3244.81,50451840300,506431.24
000001.SH,上证指数,2019/4/9,3240.39,3251.65,3215.7,3239.66,36416999700,380272.98
000001.SH,上证指数,2019/4/10,3224.65,3264.78,3204.88,3241.93,38013440800,395669.97
000001.SH,上证指数,2019/4/11,3241.55,3254.13,3185.55,3189.96,35303187900,360684.56
000001.SH,上证指数,2019/4/12,3184.86,3199.28,3168.04,3188.63,28978899600,288908.97
000001.SH,上证指数,2019/4/15,3233.46,3253.98,3177.27,3177.79,34880978500,355666.13
000001.SH,上证指数,2019/4/16,3164.4,3253.6,3153.21,3253.6,35791875200,360166.63
000001.SH,上证指数,2019/4/17,3250.15,3275.33,3239.8,3263.12,35754179600,354509.89
000001.SH,上证指数,2019/4/18,3261.07,3271.39,3241.83,3250.2,32553994200,323508.18
000001.SH,上证指数,2019/4/19,3250.15,3274.33,3226.81,3270.8,31519800400,315131.92
000001.SH,上证指数,2019/4/22,3278.49,3279.49,3206.88,3215.04,35321738700,359154.3
000001.SH,上证指数,2019/4/23,3211.87,3231.58,3186.76,3198.59,32836120700,324870.18
000001.SH,上证指数,2019/4/24,3203.56,3210.65,3156.61,3201.61,27487216400,278410.85
000001.SH,上证指数,2019/4/25,3190.59,3193.75,3123.03,3123.83,32587912900,309076.08
000001.SH,上证指数,2019/4/26,3108.16,3129.21,3085.8,3086.4,28087385400,274776.4
000001.SH,上证指数,2019/4/29,3090.63,3107.76,3050.03,3062.5,29211488600,289063.28
000001.SH,上证指数,2019/4/30,3052.62,3088.41,3052.62,3078.34,22230251700,225498.13
000001.SH,上证指数,2019/5/6,2984.73,2986.54,2876.47,2906.46,32697226900,314336.52
000001.SH,上证指数,2019/5/7,2914.29,2937.28,2889.07,2926.39,25328176900,245444.22
000001.SH,上证指数,2019/5/8,2873.14,2929.43,2866.7,2893.76,23153051900,218892.62
000001.SH,上证指数,2019/5/9,2871.2,2888.86,2845.04,2850.95,20004113300,197446.88
000001.SH,上证指数,2019/5/10,2878.23,2941.45,2838.38,2939.21,28230680800,274176.26
000001.SH,上证指数,2019/5/13,2905.07,2921.41,2892.17,2903.71,21202988200,202624.12
000001.SH,上证指数,2019/5/14,2872.83,2909.2,2872.83,2883.61,20834535300,201223.32
000001.SH,上证指数,2019/5/15,2902.64,2945.39,2902.64,2938.68,23051970100,226262.79
000001.SH,上证指数,2019/5/16,2933.5,2956.17,2929.06,2955.71,24838570100,226203.07
000001.SH,上证指数,2019/5/17,2955.77,2956.78,2873.8,2882.3,26630164300,247875.18
000001.SH,上证指数,2019/5/20,2874.8,2882.63,2838.45,2870.6,20947244200,199210.78
000001.SH,上证指数,2019/5/21,2867.71,2919.24,2862.5,2905.97,21138702200,202777.77
000001.SH,上证指数,2019/5/22,2905.52,2912.4,2879.64,2891.7,20002690500,193629.37
000001.SH,上证指数,2019/5/23,2880.84,2885.14,2846.96,2852.52,19734030900,192869.49
000001.SH,上证指数,2019/5/24,2847.84,2871.86,2846.02,2852.99,16720549000,162689.32
000001.SH,上证指数,2019/5/27,2851.28,2898.13,2833.04,2892.38,19672090200,193768.71
000001.SH,上证指数,2019/5/28,2890.27,2924.04,2887.08,2909.91,22331055700,227253.81
000001.SH,上证指数,2019/5/29,2894.83,2934.98,2890.66,2914.7,19895882100,202855.04
000001.SH,上证指数,2019/5/30,2903.42,2907.85,2881.38,2905.81,20575878900,197105.56
000001.SH,上证指数,2019/5/31,2904.5,2922.91,2895.58,2898.7,19523058000,191280.4
000001.SH,上证指数,2019/6/3,2901.74,2920.83,2875.9,2890.08,21594355400,208073.32
000001.SH,上证指数,2019/6/4,2887.64,2888.39,2851.97,2862.28,18846354100,181118.92
000001.SH,上证指数,2019/6/5,2882.94,2888.77,2858.57,2861.42,18156104700,175200.84
000001.SH,上证指数,2019/6/6,2862.33,2862.33,2822.19,2827.8,17706441100,164850.55
000001.SH,上证指数,2019/6/10,2833.01,2861.13,2824.36,2852.13,16658591800,162489.83
000001.SH,上证指数,2019/6/11,2854.07,2927.43,2854.07,2925.72,26052579600,254479.99
000001.SH,上证指数,2019/6/12,2917.22,2924.7,2903.88,2909.38,24025577500,223063.95
000001.SH,上证指数,2019/6/13,2905.29,2918.42,2885.92,2910.74,21295779100,191748.21
