浠ｇ爜,鍚嶇О,鏃ユ湡,寮€鐩樹环(鍏?,鏈€楂樹环(鍏?,鏈€浣庝环(鍏?,鏀剁洏浠?鍏?,鎴愪氦棰?鐧句竾),鎴愪氦閲?鑲?
399106.SZ,娣辫瘉缁兼寚,2014/2/13,1138.06,1140.68,1119.87,1119.93,175834.3,13578867200
399106.SZ,娣辫瘉缁兼寚,2014/2/14,1119.06,1138.39,1117.6,1138.39,146408.64,11197947200
399106.SZ,娣辫瘉缁兼寚,2014/2/17,1143.15,1160.39,1142.71,1160.39,181841.98,13944876800
399106.SZ,娣辫瘉缁兼寚,2014/2/18,1160.92,1160.92,1150.99,1155.62,186401.73,14230566400
399106.SZ,娣辫瘉缁兼寚,2014/2/19,1154.87,1162.05,1146.96,1157.2,174520.58,14050500800
399106.SZ,娣辫瘉缁兼寚,2014/2/20,1157.61,1159.72,1135.69,1139.27,164903.58,13794700800
399106.SZ,娣辫瘉缁兼寚,2014/2/21,1136.94,1143,1125.42,1135.01,131333.87,10628139200
399106.SZ,娣辫瘉缁兼寚,2014/2/24,1130.5,1134.19,1114.94,1134.19,147329.57,11802814400
399106.SZ,娣辫瘉缁兼寚,2014/2/25,1135.59,1142.95,1083.23,1089.22,203143.65,15459976000
399106.SZ,娣辫瘉缁兼寚,2014/2/26,1081.68,1094.74,1066.24,1094.73,140839.26,11586967200
399106.SZ,娣辫瘉缁兼寚,2014/2/27,1097.33,1110.51,1074.47,1075.48,158858.21,12462353600
399106.SZ,娣辫瘉缁兼寚,2014/2/28,1072.96,1090.89,1063.76,1090.86,132510.54,10558061600
399106.SZ,娣辫瘉缁兼寚,2014/3/3,1090.56,1109.44,1088.94,1109.41,134659.98,10788784800
399106.SZ,娣辫瘉缁兼寚,2014/3/4,1105.84,1108.38,1094.1,1106.35,138567.06,11022382400
399106.SZ,娣辫瘉缁兼寚,2014/3/5,1108.35,1111.57,1101.72,1103.67,126748.02,10170420000
399106.SZ,娣辫瘉缁兼寚,2014/3/6,1101.51,1108.2,1086.48,1105.69,127235.94,10212351200
399106.SZ,娣辫瘉缁兼寚,2014/3/7,1105.09,1111.79,1097.42,1102.28,125183.91,9931967200
399106.SZ,娣辫瘉缁兼寚,2014/3/10,1093.35,1093.35,1062.67,1064.06,122493.75,10386962400
399106.SZ,娣辫瘉缁兼寚,2014/3/11,1060.56,1072.03,1053.79,1064.3,103269.46,8611937600
399106.SZ,娣辫瘉缁兼寚,2014/3/12,1061.47,1072.23,1047.02,1062.79,105717.27,9173926400
399106.SZ,娣辫瘉缁兼寚,2014/3/13,1062.86,1078.35,1062.86,1078.35,93755.6,8102079200
399106.SZ,娣辫瘉缁兼寚,2014/3/14,1074.22,1081.05,1066.79,1074.19,89804.24,7877760800
399106.SZ,娣辫瘉缁兼寚,2014/3/17,1075.64,1096.35,1075.37,1096.35,101298.81,8434320800
399106.SZ,娣辫瘉缁兼寚,2014/3/18,1097.15,1107.22,1096.37,1099.9,117073.43,9268218400
399106.SZ,娣辫瘉缁兼寚,2014/3/19,1097.14,1097.14,1084.21,1094.44,111542.12,9680354400
399106.SZ,娣辫瘉缁兼寚,2014/3/20,1092.07,1098.24,1065.43,1065.43,118693.85,10399154400
399106.SZ,娣辫瘉缁兼寚,2014/3/21,1059.26,1085.99,1050.2,1084.5,116279,10773565600
399106.SZ,娣辫瘉缁兼寚,2014/3/24,1083.54,1088.7,1077.98,1085.48,114558.08,11054849600
399106.SZ,娣辫瘉缁兼寚,2014/3/25,1082.23,1088.42,1077.21,1083.31,105463.14,10673836800
399106.SZ,娣辫瘉缁兼寚,2014/3/26,1084.7,1090.74,1084.47,1088.85,96268.19,8758848800
399106.SZ,娣辫瘉缁兼寚,2014/3/27,1087.31,1087.31,1067.32,1067.32,105799.42,9787723200
399106.SZ,娣辫瘉缁兼寚,2014/3/28,1064.52,1066.83,1041.46,1044.14,108765.23,10246834400
399106.SZ,娣辫瘉缁兼寚,2014/3/31,1044.09,1048.6,1033.66,1039.88,76410.04,7059792000
399106.SZ,娣辫瘉缁兼寚,2014/4/1,1038.67,1057.06,1038.4,1057.01,73520.21,6562421200
399106.SZ,娣辫瘉缁兼寚,2014/4/2,1057.7,1060.88,1051.92,1055.12,85962.5,8068891200
399106.SZ,娣辫瘉缁兼寚,2014/4/3,1055.71,1063.55,1051.24,1055.58,85450.68,7971228000
399106.SZ,娣辫瘉缁兼寚,2014/4/4,1053.18,1068.07,1050.83,1068.07,78156.91,7048083200
399106.SZ,娣辫瘉缁兼寚,2014/4/8,1062.92,1078.2,1060.92,1078.2,94351.23,8594777600
399106.SZ,娣辫瘉缁兼寚,2014/4/9,1079.39,1087.89,1079.39,1087.89,100850.82,8569610400
399106.SZ,娣辫瘉缁兼寚,2014/4/10,1089.36,1096.86,1087.33,1092.7,120758.71,10582658400
399106.SZ,娣辫瘉缁兼寚,2014/4/11,1088.45,1090.69,1081.98,1088.1,99422.02,8792883200
399106.SZ,娣辫瘉缁兼寚,2014/4/14,1087.79,1094.5,1087.54,1094.41,92002.9,8129304000
399106.SZ,娣辫瘉缁兼寚,2014/4/15,1093.47,1093.47,1084.13,1085.96,97226.74,8938365600
399106.SZ,娣辫瘉缁兼寚,2014/4/16,1083.21,1087.5,1079.47,1085.06,82875.53,7484456800
399106.SZ,娣辫瘉缁兼寚,2014/4/17,1086.44,1090.59,1085.5,1086.23,83025.15,7303602400
399106.SZ,娣辫瘉缁兼寚,2014/4/18,1083.7,1089.68,1080.55,1089.36,76151.08,6604864400
399106.SZ,娣辫瘉缁兼寚,2014/4/21,1083.04,1092.82,1074.17,1074.78,92285.87,8010812800
399106.SZ,娣辫瘉缁兼寚,2014/4/22,1073.06,1077.16,1051.49,1066.5,91581.21,8064545600
399106.SZ,娣辫瘉缁兼寚,2014/4/23,1065.22,1072.15,1060.58,1064.93,73194.66,6379811600
399106.SZ,娣辫瘉缁兼寚,2014/4/24,1063.63,1065.74,1054.28,1057.31,76806.79,6760946400
399106.SZ,娣辫瘉缁兼寚,2014/4/25,1056.12,1057.15,1036.61,1036.72,81056.69,7774922400
399106.SZ,娣辫瘉缁兼寚,2014/4/28,1032.71,1032.71,1006.67,1007.27,82243.45,8039793600
399106.SZ,娣辫瘉缁兼寚,2014/4/29,1004.93,1019.84,1004.93,1019.84,64655.03,5958500800
399106.SZ,娣辫瘉缁兼寚,2014/4/30,1019.24,1027.95,1018.14,1027.57,60257.24,5481415200
399106.SZ,娣辫瘉缁兼寚,2014/5/5,1025.43,1037.03,1021.55,1037.03,64636.2,5768693600
399106.SZ,娣辫瘉缁兼寚,2014/5/6,1035.95,1049.65,1035.27,1044.2,79542.26,6862928000
399106.SZ,娣辫瘉缁兼寚,2014/5/7,1041.21,1041.21,1027.61,1027.99,74146,6565128800
399106.SZ,娣辫瘉缁兼寚,2014/5/8,1025.09,1040.21,1023.16,1026.2,69768.41,6501686800
399106.SZ,娣辫瘉缁兼寚,2014/5/9,1025.52,1026.31,1009.73,1017.69,68819.07,6387874800
399106.SZ,娣辫瘉缁兼寚,2014/5/12,1023.34,1040.56,1020.02,1040.54,85356.25,8571341600
399106.SZ,娣辫瘉缁兼寚,2014/5/13,1040.06,1044.68,1035.96,1039.39,78157.78,7617347200
399106.SZ,娣辫瘉缁兼寚,2014/5/14,1038.74,1043.27,1036.6,1040.81,67621.35,6507637600
399106.SZ,娣辫瘉缁兼寚,2014/5/15,1039.14,1040.12,1021.65,1022.51,75443.39,6703247600
399106.SZ,娣辫瘉缁兼寚,2014/5/16,1020.58,1022.66,1008.46,1019.36,66298.84,5907756400
399106.SZ,娣辫瘉缁兼寚,2014/5/19,1017.11,1017.12,1006.54,1014.19,58365.74,5368294400
399106.SZ,娣辫瘉缁兼寚,2014/5/20,1019.01,1028.18,1015.85,1018.5,68214.55,5757505200
399106.SZ,娣辫瘉缁兼寚,2014/5/21,1015.84,1028,1008.46,1028,63100.42,5576693600
399106.SZ,娣辫瘉缁兼寚,2014/5/22,1028.5,1040.52,1028.35,1028.68,81570.47,7165384800
399106.SZ,娣辫瘉缁兼寚,2014/5/23,1028.26,1040.46,1026.47,1040.46,74996.39,6394201200
399106.SZ,娣辫瘉缁兼寚,2014/5/26,1044.56,1052.8,1044.56,1052.8,92790.27,7394481600
399106.SZ,娣辫瘉缁兼寚,2014/5/27,1052.02,1054.17,1047.32,1048.81,81728.54,6774258400
399106.SZ,娣辫瘉缁兼寚,2014/5/28,1048.7,1063.32,1047.34,1063.22,100667.87,8525296000
399106.SZ,娣辫瘉缁兼寚,2014/5/29,1063.52,1065.79,1050.5,1050.58,99012.18,8232319200
399106.SZ,娣辫瘉缁兼寚,2014/5/30,1050.18,1057.01,1044.17,1053.75,86212.15,7373429600
399106.SZ,娣辫瘉缁兼寚,2014/6/3,1054.18,1059.16,1052.74,1052.88,79922.76,6851100000
399106.SZ,娣辫瘉缁兼寚,2014/6/4,1051.65,1051.65,1035.94,1044.43,78925.42,6840848800
399106.SZ,娣辫瘉缁兼寚,2014/6/5,1043.24,1058.3,1042.33,1058.3,81759.54,6816557600
399106.SZ,娣辫瘉缁兼寚,2014/6/6,1058.65,1060.81,1049.89,1055.56,86017.75,7181472000
399106.SZ,娣辫瘉缁兼寚,2014/6/9,1053.6,1058.71,1048.78,1049.31,78136.2,6645222800
399106.SZ,娣辫瘉缁兼寚,2014/6/10,1049.87,1063.89,1046.04,1063.88,92402.45,7593689600
399106.SZ,娣辫瘉缁兼寚,2014/6/11,1062.29,1069.72,1060.92,1068.93,96990.42,7982760800
399106.SZ,娣辫瘉缁兼寚,2014/6/12,1066.76,1070.21,1063.11,1066.56,94733.45,8032524800
399106.SZ,娣辫瘉缁兼寚,2014/6/13,1065.33,1080.39,1064.89,1079.36,110855.93,9324494400
399106.SZ,娣辫瘉缁兼寚,2014/6/16,1080.22,1087.37,1080.22,1086.53,114351.11,9437012000
399106.SZ,娣辫瘉缁兼寚,2014/6/17,1085.3,1085.3,1075.41,1075.81,105372.38,8969806400
399106.SZ,娣辫瘉缁兼寚,2014/6/18,1075.86,1077.31,1068.26,1068.72,96521.13,8688474400
399106.SZ,娣辫瘉缁兼寚,2014/6/19,1067.89,1070.21,1034.77,1040.42,99490.83,9100792800
399106.SZ,娣辫瘉缁兼寚,2014/6/20,1039.87,1050.37,1038.64,1050.11,71794.46,6693548400
399106.SZ,娣辫瘉缁兼寚,2014/6/23,1052.03,1064.41,1052.03,1061.26,84971.79,7286219200
399106.SZ,娣辫瘉缁兼寚,2014/6/24,1061.4,1068.5,1061.23,1068.5,87419.37,7576989600
399106.SZ,娣辫瘉缁兼寚,2014/6/25,1067.69,1067.69,1059.29,1064.23,84267.89,7240086400
399106.SZ,娣辫瘉缁兼寚,2014/6/26,1064.46,1081.31,1064.46,1080.33,109588.98,9221701600
399106.SZ,娣辫瘉缁兼寚,2014/6/27,1080.56,1091.68,1078.34,1086.98,119480.42,10676686400
399106.SZ,娣辫瘉缁兼寚,2014/6/30,1087.7,1096.78,1085.54,1096.78,123125.34,10971029600
399106.SZ,娣辫瘉缁兼寚,2014/7/1,1097.8,1101.72,1094.64,1101.72,125158.88,10995918400
399106.SZ,娣辫瘉缁兼寚,2014/7/2,1102,1106.94,1095.82,1106.94,130097.48,11433668000
399106.SZ,娣辫瘉缁兼寚,2014/7/3,1106.78,1116.78,1103.83,1113.91,138664.27,12629235200
399106.SZ,娣辫瘉缁兼寚,2014/7/4,1114.7,1116.06,1110.71,1113.55,128566.69,11319334400
399106.SZ,娣辫瘉缁兼寚,2014/7/7,1113.84,1116.71,1106.63,1111.82,121341.8,10489860800
399106.SZ,娣辫瘉缁兼寚,2014/7/8,1110.91,1120.38,1103.13,1120.38,127076.78,10843805600
399106.SZ,娣辫瘉缁兼寚,2014/7/9,1119.12,1121.98,1102.41,1102.43,147327.86,12435088000
399106.SZ,娣辫瘉缁兼寚,2014/7/10,1102.03,1107.47,1099.36,1100.86,120662.62,10397135200
399106.SZ,娣辫瘉缁兼寚,2014/7/11,1100.6,1110.91,1099.89,1107.81,119979.96,10721009600
399106.SZ,娣辫瘉缁兼寚,2014/7/14,1108.73,1121.06,1106.35,1121.05,136851.12,11937076000
399106.SZ,娣辫瘉缁兼寚,2014/7/15,1120.26,1120.97,1110.09,1116.75,144806.64,13150184000
399106.SZ,娣辫瘉缁兼寚,2014/7/16,1115.4,1118.45,1101.36,1105.22,123682.61,11462260000
399106.SZ,娣辫瘉缁兼寚,2014/7/17,1103.68,1104.18,1092.39,1099.05,97197.94,9126162400
399106.SZ,娣辫瘉缁兼寚,2014/7/18,1095.73,1107.29,1094.48,1101.26,95046.25,8976614400
399106.SZ,娣辫瘉缁兼寚,2014/7/21,1100.88,1103.05,1095.03,1100.08,94177.21,8596876000
399106.SZ,娣辫瘉缁兼寚,2014/7/22,1098.74,1114.78,1098.5,1114.76,110547.86,10351299200
399106.SZ,娣辫瘉缁兼寚,2014/7/23,1114.46,1116.16,1098.55,1102.73,119695.94,11374190400
399106.SZ,娣辫瘉缁兼寚,2014/7/24,1101.83,1106.79,1089.89,1101.09,126498.22,12518188000
399106.SZ,娣辫瘉缁兼寚,2014/7/25,1101.59,1111.54,1100.96,1111.52,106480.53,10823760000
399106.SZ,娣辫瘉缁兼寚,2014/7/28,1115.12,1134.28,1115.12,1133.83,149692.94,15116067200
399106.SZ,娣辫瘉缁兼寚,2014/7/29,1135.14,1149.19,1132.94,1145.74,157227.79,15026704000
399106.SZ,娣辫瘉缁兼寚,2014/7/30,1144.83,1151.82,1142.92,1150.56,152502.62,14244609600
399106.SZ,娣辫瘉缁兼寚,2014/7/31,1150.12,1160.02,1148.07,1160.01,142407.63,13346798400
399106.SZ,娣辫瘉缁兼寚,2014/8/1,1156.43,1164.25,1146.75,1148.29,160957.71,15431216000
399106.SZ,娣辫瘉缁兼寚,2014/8/4,1149.62,1164.32,1149.44,1164.32,138345.3,13142228000
399106.SZ,娣辫瘉缁兼寚,2014/8/5,1165.14,1172.76,1158.76,1172.76,156799.89,14617273600
399106.SZ,娣辫瘉缁兼寚,2014/8/6,1169.45,1179.29,1164.73,1177.33,151536.21,14760179200
399106.SZ,娣辫瘉缁兼寚,2014/8/7,1177.35,1183.09,1166.19,1166.5,149775.5,14404766400
399106.SZ,娣辫瘉缁兼寚,2014/8/8,1167.76,1176.74,1167.52,1174.41,129892.71,11857887200
399106.SZ,娣辫瘉缁兼寚,2014/8/11,1176.28,1191.36,1176.28,1191.36,149161.44,13297068000
399106.SZ,娣辫瘉缁兼寚,2014/8/12,1191.44,1194.94,1188.58,1194.94,155680.18,13755470400
399106.SZ,娣辫瘉缁兼寚,2014/8/13,1194.79,1198.1,1181.24,1194.81,162789.94,14823286400
399106.SZ,娣辫瘉缁兼寚,2014/8/14,1193.77,1200.74,1187.24,1187.95,162556.72,14941630400
399106.SZ,娣辫瘉缁兼寚,2014/8/15,1188.28,1202.23,1186.76,1201.18,155100.13,14284481600
399106.SZ,娣辫瘉缁兼寚,2014/8/18,1204.1,1218.74,1204.1,1218.73,180149.52,16202433600
399106.SZ,娣辫瘉缁兼寚,2014/8/19,1221.51,1225.46,1214.34,1223.09,201472.1,17827316800
399106.SZ,娣辫瘉缁兼寚,2014/8/20,1222.93,1228.2,1218.65,1222.12,178818.67,16051083200
399106.SZ,娣辫瘉缁兼寚,2014/8/21,1222.91,1223.83,1208.94,1223.83,171272.19,15123521600
399106.SZ,娣辫瘉缁兼寚,2014/8/22,1223.5,1233.94,1222.43,1232.5,170428.59,14261601600
399106.SZ,娣辫瘉缁兼寚,2014/8/25,1233.25,1233.25,1219.8,1223.07,163448.26,13769387200
399106.SZ,娣辫瘉缁兼寚,2014/8/26,1220.69,1223.62,1198.16,1202.46,160445.34,14014030400
399106.SZ,娣辫瘉缁兼寚,2014/8/27,1202,1211.99,1202,1209.2,128411.1,11077434400
399106.SZ,娣辫瘉缁兼寚,2014/8/28,1209.32,1211.79,1195.63,1198.71,127475.95,11216904000
399106.SZ,娣辫瘉缁兼寚,2014/8/29,1198.38,1212.26,1197.56,1212.26,107569.18,9122010400
399106.SZ,娣辫瘉缁兼寚,2014/9/1,1213.59,1232.56,1213.59,1232.56,142316.27,11771875200
399106.SZ,娣辫瘉缁兼寚,2014/9/2,1235.6,1249.06,1234.52,1249.06,191994.06,15889686400
399106.SZ,娣辫瘉缁兼寚,2014/9/3,1251.49,1260.36,1249.36,1258.74,210919.41,17573304000
399106.SZ,娣辫瘉缁兼寚,2014/9/4,1259.87,1268.56,1256.16,1268.56,212869.02,17628228800
399106.SZ,娣辫瘉缁兼寚,2014/9/5,1270.74,1273.71,1263.65,1273.68,204840.43,17544731200
399106.SZ,娣辫瘉缁兼寚,2014/9/9,1275.12,1279.52,1266.08,1279.52,197222.24,17056291200
399106.SZ,娣辫瘉缁兼寚,2014/9/10,1276.15,1286.27,1270.1,1285.18,196591.74,16994907200
399106.SZ,娣辫瘉缁兼寚,2014/9/11,1285.45,1299.97,1275.93,1283.03,234172.37,19785252800
399106.SZ,娣辫瘉缁兼寚,2014/9/12,1282.19,1294.79,1279,1294.79,184589.17,16046977600
399106.SZ,娣辫瘉缁兼寚,2014/9/15,1294.66,1305.08,1290.96,1304.2,219483.39,18638252800
399106.SZ,娣辫瘉缁兼寚,2014/9/16,1305.44,1306.16,1262.8,1263.04,257379.81,23587505600
399106.SZ,娣辫瘉缁兼寚,2014/9/17,1264.15,1271.34,1252.11,1271.34,176698.86,16244835200
399106.SZ,娣辫瘉缁兼寚,2014/9/18,1269.51,1279.43,1266.29,1279.43,156743.18,14702177600
399106.SZ,娣辫瘉缁兼寚,2014/9/19,1280.24,1292.02,1277.83,1291.23,159096.85,13759328000
399106.SZ,娣辫瘉缁兼寚,2014/9/22,1289.8,1289.8,1272.5,1275.52,169424.18,14648270400
399106.SZ,娣辫瘉缁兼寚,2014/9/23,1275.44,1291.42,1275.44,1291.42,161970.18,13673545600
399106.SZ,娣辫瘉缁兼寚,2014/9/24,1289.7,1309.14,1286.91,1309.14,199238.32,17221859200
399106.SZ,娣辫瘉缁兼寚,2014/9/25,1313.25,1321.2,1305.29,1309.04,215777.66,18222336000
399106.SZ,娣辫瘉缁兼寚,2014/9/26,1307.01,1312.99,1302.86,1312.6,174101.39,14890604800
399106.SZ,娣辫瘉缁兼寚,2014/9/29,1316.27,1325.23,1316.26,1324.94,200319.17,16499076800
399106.SZ,娣辫瘉缁兼寚,2014/9/30,1327.4,1334.49,1325.05,1333.5,180873.2,14956548800
399106.SZ,娣辫瘉缁兼寚,2014/10/8,1338.07,1351.82,1331.27,1351.82,207104.19,16624708800
399106.SZ,娣辫瘉缁兼寚,2014/10/9,1353.94,1357.86,1338.2,1355.71,246571.15,20487747200
399106.SZ,娣辫瘉缁兼寚,2014/10/10,1351.64,1357.39,1343.01,1350.6,224722.64,19613504000
399106.SZ,娣辫瘉缁兼寚,2014/10/13,1345.82,1349.47,1330.18,1349.47,202440.72,17577824000
399106.SZ,娣辫瘉缁兼寚,2014/10/14,1347.48,1357.85,1338.41,1345.64,198282.43,17280542400
399106.SZ,娣辫瘉缁兼寚,2014/10/15,1344.71,1351.13,1333.3,1351.13,193168.9,16656569600
399106.SZ,娣辫瘉缁兼寚,2014/10/16,1344.44,1356.21,1332.9,1332.9,207706.19,17505436800
399106.SZ,娣辫瘉缁兼寚,2014/10/17,1330.59,1336.51,1299.83,1323.52,198071.6,16944619200
399106.SZ,娣辫瘉缁兼寚,2014/10/20,1325.84,1340.98,1325.25,1340.98,159895.23,12932440800
399106.SZ,娣辫瘉缁兼寚,2014/10/21,1340.77,1344.82,1329.41,1330.77,160850.93,13264412800
399106.SZ,娣辫瘉缁兼寚,2014/10/22,1330.49,1335.72,1315.47,1316.03,151097.41,12252187200
399106.SZ,娣辫瘉缁兼寚,2014/10/23,1312.71,1317.11,1290.78,1296.05,152344.5,13324992800
399106.SZ,娣辫瘉缁兼寚,2014/10/24,1296.53,1304.77,1292.45,1296.64,121264.63,9972230400
399106.SZ,娣辫瘉缁兼寚,2014/10/27,1292.31,1302.39,1284.88,1302.39,125463.72,10178597600
399106.SZ,娣辫瘉缁兼寚,2014/10/28,1304.99,1333.53,1304.99,1333.53,171281.38,13937838400
399106.SZ,娣辫瘉缁兼寚,2014/10/29,1336.95,1352.84,1334.47,1349.97,226696.1,18840350400
399106.SZ,娣辫瘉缁兼寚,2014/10/30,1350.09,1356.13,1344.43,1349.57,206557.92,17405644800
399106.SZ,娣辫瘉缁兼寚,2014/10/31,1350.98,1355.67,1338.79,1350.5,203380.98,17517880000
399106.SZ,娣辫瘉缁兼寚,2014/11/3,1352.08,1361.41,1351.44,1361.38,195235.25,17376011200
399106.SZ,娣辫瘉缁兼寚,2014/11/4,1361.36,1362.82,1349.02,1353.81,199311.47,17349108800
399106.SZ,娣辫瘉缁兼寚,2014/11/5,1353.6,1357.02,1346.35,1353.12,178159.31,15929009600
399106.SZ,娣辫瘉缁兼寚,2014/11/6,1352.88,1364.55,1347.36,1364.53,175362.35,14481816000
399106.SZ,娣辫瘉缁兼寚,2014/11/7,1366.12,1372.99,1348.67,1354.36,222516.77,17932840000
399106.SZ,娣辫瘉缁兼寚,2014/11/10,1357.17,1365.64,1352.3,1365.64,190538.32,15853188800
399106.SZ,娣辫瘉缁兼寚,2014/11/11,1367.51,1368.1,1315.26,1325.73,243471.12,20523728000
399106.SZ,娣辫瘉缁兼寚,2014/11/12,1321.86,1345.41,1319.7,1345.41,159346.77,12908043200
399106.SZ,娣辫瘉缁兼寚,2014/11/13,1344.34,1344.34,1318.54,1325.78,193250.85,16094102400
399106.SZ,娣辫瘉缁兼寚,2014/11/14,1321.03,1324.55,1314.05,1322.62,147219.63,12381509600
399106.SZ,娣辫瘉缁兼寚,2014/11/17,1324.3,1341.92,1318.07,1335.73,150836.58,12416888000
399106.SZ,娣辫瘉缁兼寚,2014/11/18,1334.59,1340.17,1332.3,1338.09,140356.27,11478764000
399106.SZ,娣辫瘉缁兼寚,2014/11/19,1337.93,1351.19,1337.92,1347.36,155539.58,12085571200
399106.SZ,娣辫瘉缁兼寚,2014/11/20,1343.44,1346.63,1340.03,1344.57,140840.24,10949228800
399106.SZ,娣辫瘉缁兼寚,2014/11/21,1344.89,1359.83,1344.89,1359.83,167803.74,13259400000
399106.SZ,娣辫瘉缁兼寚,2014/11/24,1373.27,1382.05,1367.64,1377.79,244679.86,20387622400
399106.SZ,娣辫瘉缁兼寚,2014/11/25,1378.94,1397.41,1377.66,1397.41,242062.56,19057372800
399106.SZ,娣辫瘉缁兼寚,2014/11/26,1399.39,1407.01,1394.75,1405.66,249831.94,19632260800
399106.SZ,娣辫瘉缁兼寚,2014/11/27,1409.67,1416.18,1403.58,1416.18,270617.02,21535900800
399106.SZ,娣辫瘉缁兼寚,2014/11/28,1415.52,1420.32,1404.44,1420.32,298268.9,23788902400
399106.SZ,娣辫瘉缁兼寚,2014/12/1,1420.8,1420.8,1404.44,1412.56,279043.74,22416318400
399106.SZ,娣辫瘉缁兼寚,2014/12/2,1410.27,1435.29,1408.76,1433.5,265813.15,20464971200
399106.SZ,娣辫瘉缁兼寚,2014/12/3,1436.32,1452.95,1428.58,1452.92,367899.68,28893862400
399106.SZ,娣辫瘉缁兼寚,2014/12/4,1454.87,1482.16,1454.67,1481.96,359996.83,27371139200
399106.SZ,娣辫瘉缁兼寚,2014/12/5,1486.82,1486.84,1416.87,1454.63,411346.37,31302444800
399106.SZ,娣辫瘉缁兼寚,2014/12/8,1447.51,1472.71,1434.02,1466.65,367328.22,27392710400
399106.SZ,娣辫瘉缁兼寚,2014/12/9,1459.78,1474.57,1401,1403.39,450533.47,34579590400
399106.SZ,娣辫瘉缁兼寚,2014/12/10,1401.02,1452.77,1394.73,1452.53,304610.91,23077716800
399106.SZ,娣辫瘉缁兼寚,2014/12/11,1448.02,1470.01,1442.87,1465.59,296280.61,23636078400
399106.SZ,娣辫瘉缁兼寚,2014/12/12,1466.68,1481.31,1465.02,1479.82,262903.44,20365448000
399106.SZ,娣辫瘉缁兼寚,2014/12/15,1477.92,1502.03,1473.87,1500.56,285020.51,21090094400
399106.SZ,娣辫瘉缁兼寚,2014/12/16,1501,1504.48,1489.86,1503.58,283998.62,21359766400
399106.SZ,娣辫瘉缁兼寚,2014/12/17,1502.14,1502.14,1474.97,1492.94,309646.62,22890358400
399106.SZ,娣辫瘉缁兼寚,2014/12/18,1488.93,1497.04,1483.72,1484.26,254366.26,18228715200
399106.SZ,娣辫瘉缁兼寚,2014/12/19,1480.97,1480.97,1441.69,1465.59,269701.22,21201060800
399106.SZ,娣辫瘉缁兼寚,2014/12/22,1460.53,1460.53,1405.69,1412.3,293113.79,24346817600
399106.SZ,娣辫瘉缁兼寚,2014/12/23,1404.06,1420.65,1391.09,1392.62,206159.87,16794272000
399106.SZ,娣辫瘉缁兼寚,2014/12/24,1397.85,1405.04,1390.73,1404.4,191800.64,15393960000
399106.SZ,娣辫瘉缁兼寚,2014/12/25,1408.42,1424.62,1406.48,1424.62,188684.91,14876584000
399106.SZ,娣辫瘉缁兼寚,2014/12/26,1425.12,1439.48,1423.02,1439.48,221152.24,17221128000
399106.SZ,娣辫瘉缁兼寚,2014/12/29,1442.06,1442.06,1409.98,1418.49,261652.37,20187488000
399106.SZ,娣辫瘉缁兼寚,2014/12/30,1415.87,1418.19,1394.85,1398.57,218360.45,16569459200
399106.SZ,娣辫瘉缁兼寚,2014/12/31,1397.7,1415.19,1393.19,1415.19,208090.53,15917800000
399106.SZ,娣辫瘉缁兼寚,2015/1/5,1419.44,1440.57,1408.98,1436.86,277925.38,21835636800
399106.SZ,娣辫瘉缁兼寚,2015/1/6,1429.1,1463.04,1422.44,1461.32,287572.19,21161017600
399106.SZ,娣辫瘉缁兼寚,2015/1/7,1458.26,1462.41,1446.97,1457.45,228882.56,16836332800
399106.SZ,娣辫瘉缁兼寚,2015/1/8,1456.33,1463.46,1442.66,1451.15,222247.52,16444678400
399106.SZ,娣辫瘉缁兼寚,2015/1/9,1446.89,1467.91,1442.82,1442.84,225837.41,16163012800
399106.SZ,娣辫瘉缁兼寚,2015/1/12,1436.64,1441.67,1422.19,1432.56,191166.08,13967475200
399106.SZ,娣辫瘉缁兼寚,2015/1/13,1431.48,1454.26,1431.12,1452.37,186315.17,12407477600
399106.SZ,娣辫瘉缁兼寚,2015/1/14,1453.62,1456.61,1438.93,1445.86,179997.36,12186676800
399106.SZ,娣辫瘉缁兼寚,2015/1/15,1445.23,1459.69,1445.15,1459.69,186404.37,12583159200
399106.SZ,娣辫瘉缁兼寚,2015/1/16,1460.41,1479.75,1460.41,1478.47,219919.73,14725564800
399106.SZ,娣辫瘉缁兼寚,2015/1/19,1436.7,1474.72,1411.92,1428.37,276241.09,19538004800
399106.SZ,娣辫瘉缁兼寚,2015/1/20,1432.07,1476.84,1432.07,1476.84,275911.3,18089006400
399106.SZ,娣辫瘉缁兼寚,2015/1/21,1483.11,1512.68,1482.19,1512.29,317667.68,21173667200
399106.SZ,娣辫瘉缁兼寚,2015/1/22,1512.5,1530.61,1511.15,1530.28,288366.34,19275427200
399106.SZ,娣辫瘉缁兼寚,2015/1/23,1532.42,1533.69,1508.88,1514.3,275935.23,18471657600
399106.SZ,娣辫瘉缁兼寚,2015/1/26,1520.02,1548.75,1519.06,1548.02,270396.48,18267070400
399106.SZ,娣辫瘉缁兼寚,2015/1/27,1548.35,1554.62,1527.09,1549.93,294791.39,20400204800
399106.SZ,娣辫瘉缁兼寚,2015/1/28,1545.14,1554.35,1534.94,1538.86,252275.98,16807464000
399106.SZ,娣辫瘉缁兼寚,2015/1/29,1526.15,1536.28,1520.54,1529.38,219873.41,15720123200
